overdue, is_yun, career_state, sort_time, career_talk_id, company_id, company_name, logo, hotcount, professionals, career_type, recruit_type, company_review, company_property, industry_category, city_name, meet_name, meet_time, school_name, address, room, view_count, recept_faculty, is_above_college_degree, is_above_bachelor_degree, is_above_master_degree, is_above_doctor_degree, is_recommend, recommend_time, meet_day
1, 0, 0, 226947, 311353, 349197, 中央驻长单位公务员考录预选通知, http://pic.bibibi.net/public/images/icon/4.png, 0, , , 正式宣讲, , 机关, 公共管理、社会保障和社会组织, , 中央驻长沙单位公务员考录预选, 09:00, , 【常】招就处329报告厅, , 872, , 0, 0, 0, 0, 0, 0, 2019-12-12
1, 0, 0, 349347, 310928, 333931, 广州日报数据和数字化研究院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572514913-7513.jpg, 0, 数学类、统计学类、信息与计算科学、教育学类、哲学类、中国语言文学类、汉语言、法学类、新闻传播学类、信息与计算科学、软件工程、电子信息类、电子信息工程、会展经济与管理、旅游管理与服务教育、中国语言文学类、历史学类、哲学类, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 广州, 广州日报数据和数字化研究院, 19:00, , 【常】招就处329报告厅, , 485, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-13
1, 0, 0, 486147, 310950, 212482, 中国化工集团曙光橡胶工业研究设计院有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1542164775-9567.png, 0, 数学类、工程力学、机械类、材料类、材料科学与工程、应用物理学、应用化学、化学、分子科学与工程、力学类、工程力学、机械设计制造及其自动化、机械类、市场营销、物流管理与工程类、物流工程、工业工程类、采购管理、力学类、工程力学、材料类、材料科学与工程、高分子材料与工程, , 正式宣讲, , 国有企业, 制造业, 桂林, 中国化工集团曙光橡胶工业研究设计院有限公司, 09:00, , 【常】招就处329报告厅, , 348, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-12-15
1, 0, 0, 572547, 309581, 183216, 瓦房店轴承集团有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1539161207-4857.png, 0, 机械类、机械设计制造及其自动化、机械电子工程, , 正式宣讲, , 国有企业, 制造业, 大连, 瓦房店轴承集团有限责任公司, 09:00, , 【常】招就处329报告厅, , 671, 机械与运载工程学院, 0, 0, 0, 0, 0, 0, 2019-12-16
1, 0, 1, 954147, 310725, 333931, 广州日报数据和数字化研究院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572514913-7513.jpg, 0, 数学类、统计学类、信息与计算科学、教育学类、哲学类、中国语言文学类、汉语言、法学类、新闻传播学类、信息与计算科学、软件工程、电子信息类、电子信息工程、会展经济与管理、旅游管理与服务教育、中国语言文学类、历史学类、哲学类, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 广州, 广州日报数据和数字化研究院, 19:00, , 【常】招就处329报告厅, , 221, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-20
1, 0, 0, 1371747, 309670, 96497, 学而思教育科技有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1510020227-8416.jpg, 3, 不限专业, , 正式宣讲, , 其他企业, 教育, 深圳, 学而思教育科技有限公司, 15:00, , 【常】招就处329报告厅, , 842, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-25
0, 0, 1, -1575853200, 310095, 338266, 长沙市望城区教育局, http://pic.bibibi.net/public/images/icon/2.png, 0, 不限专业, , 正式宣讲, , 机关, 教育, 长沙, 长沙市望城区教育局, 09:00, , 【常】招就处329报告厅, , 1458, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-09
0, 0, 0, -1575853200, 310382, 316648, 中电建生态环境集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1570872986-5770.png, 0, 风景园林、经济学类、经济学、金融学类、金融学、国际经济与贸易、法学、中国语言文学类、工商管理、市场营销、行政管理、安全科学与工程类、安全防范工程、土木工程、给排水科学与工程、地质工程、工程管理、工程造价, , 正式宣讲, , 国有企业, 科学研究和技术服务业, 宝安, 中电建生态环境集团有限公司, 09:00, , 【常】招就处329报告厅, , 1457, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-12-09
0, 0, 0, -1575853200, 311012, 336623, 长治学院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572938838-2905.jpg, 0, 哲学类、哲学、逻辑学、宗教学、伦理学、不限专业, , 正式宣讲, , 高等教育单位, 教育, 长治, 长治学院, 09:00, , 【常】复临舍105, , 448, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-12-09
0, 0, 0, -1575766800, 310311, 341123, 云南衡水宜良实验中学, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573614784-9774.jpg, 0, 汉语言文学、英语、物理学、生物科学, , 正式宣讲, , 其他, 教育, 昆明, 云南衡水宜良实验中学, 09:00, , 【常】复临舍106, , 509, 不限学院, 0, 1, 0, 0, 0, 0, 2019-12-08
0, 0, 2, -1575702000, 307759, 103723, 中国烟草总公司浙江省公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1511498931-6691.jpg, 3, 不限专业, , 正式宣讲, , 国有企业, 批发和零售业, 杭州, 浙江省烟草专卖局（公司）及所属单位, 15:00, , 【常】复临舍101报告厅, , 2637, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-07
0, 0, 0, -1575615600, 310525, 328777, 株洲中车天力锻业有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572403011-1260.jpg, 1, 测控技术与仪器、材料成型及控制工程、材料化学、材料科学与工程、金属材料工程、机械设计制造及其自动化、材料成型及控制工程、机械工程、机械类, , 正式宣讲, , 国有企业, 制造业, 株州, 株洲中车天力锻业有限公司, 15:00, , 【常】招就处329报告厅, , 693, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-12-06
0, 0, 0, -1575529200, 308256, 119501, 新华联控股有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1519972817-9308.gif, 1, 英语、俄语、会计学、财务管理、审计学、不限专业, , 正式宣讲, , 民营企业, 房地产业, 朝阳区, 新华联控股有限公司, 15:00, , 【常】复临舍105, , 1617, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-12-05
0, 0, 0, -1575507600, 310441, 347797, 山西能源学院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1575083593-8472.jpg, 0, 不限专业, , 正式招聘, , 高等教育单位, 教育, 太原, 山西能源学院, 09:00, , 【常】招就处329报告厅, , 530, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-12-05
0, 0, 1, -1575421200, 308518, 336623, 长治学院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572938838-2905.jpg, 0, 哲学类、哲学、逻辑学、宗教学、伦理学、不限专业, , 正式宣讲, , 高等教育单位, 教育, 长治, 长治学院, 09:00, , 【常】复临舍105, , 1083, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-12-04
0, 0, 0, -1575356400, 307736, 343626, 福建省某政法机关招录2020年国家公务员公告, http://pic.bibibi.net/public/images/icon/3.png, 0, , , 正式宣讲, , 机关, 公共管理、社会保障和社会组织, , 福建省某政法机关招录2020年国家公务员公告, 15:00, , 【常】招就处329报告厅, , 1612, , 0, 0, 0, 0, 0, 0, 2019-12-03
0, 0, 1, -1575248400, 300811, 327621, 上海交通大学, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571894363-6937.png, 0, 经济学类、经济学、经济统计学、国民经济管理、资源与环境经济学, , 正式宣讲, , 高等教育单位, 教育, 徐汇, 上海交通大学安泰经济与管理学院, 09:00, , 【常】复临舍106, , 2057, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-12-02
0, 0, 0, -1575248400, 308027, 342902, 郑州轻工业大学, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573916460-7900.png, 0, 不限专业, , 正式宣讲, , 高等教育单位, 教育, 郑州, 郑州轻工业大学2020年公开招聘博士等高层次人才, 09:00, , 【常】复临舍105, , 1434, 招生与就业指导处, 0, 0, 0, 1, 0, 0, 2019-12-02
0, 0, 1, -1575111600, 309620, 345743, 招商银行股份有限公司南通分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1574645558-6129.png, 0, 不限专业, , 正式招聘, , 其他企业, 金融业, 南通, 招商银行股份有限公司南通分行, 19:00, , 【常】复临舍105, , 913, 不需要宣讲会 仅网签三方用, 0, 1, 0, 0, 0, 0, 2019-11-30
0, 0, 0, -1575097200, 308510, 344403, 东南数字经济发展研究院, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1574234983-5199.png, 0, 数学类、信息与计算科学、电气类、计算机类、软件工程, , 正式宣讲, , 科研设计单位, 信息传输、软件和信息技术服务业, 衢州, 东南数字经济发展研究院, 15:00, , 【常】复临舍105, , 1031, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-30
0, 0, 0, -1575075600, 309753, 345203, 中国移动通信集团浙江有限公司杭州分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1574819276-8860.jpg, 0, 微机电系统工程、电气工程及其自动化、电子信息工程、通信工程、电子信息类, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 杭州, 中国移动通信集团浙江有限公司杭州分公司, 09:00, , 【常】招就处329报告厅, , 921, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-30
0, 0, 0, -1575010800, 309096, 332271, 北京中岩大地科技股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572338594-9349.jpg, 0, 环境工程、水文与水资源工程、环境科学与工程类、土木工程、地质工程, , 正式宣讲, , 民营企业, 建筑业, 石景山, 北京中岩大地科技股份有限公司, 15:00, , 【常】复临舍106, , 627, 不限学院, 0, 1, 0, 0, 0, 0, 2019-11-29
0, 0, 0, -1575010800, 309365, 338448, 北京新东方迅程网络科技股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573177726-5870.png, 0, 英语、外国语言文学类、政治学与行政学、政治学类、国际政治、数学类、英语、不限专业, , 正式宣讲, , 民营企业, 公共管理、社会保障和社会组织, 海淀区, 【新东方在线】2020校园招聘—湖南大学教学培训生专场招聘会, 15:00, , 【常】招就处329报告厅, , 783, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-29
0, 0, 0, -1575010800, 308138, 19426, 广州市中大管理咨询有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1481616513-5748.jpg, 2, 不限专业, , 正式宣讲, , 其他企业, 居民服务、修理和其他服务业, 广州, 中大咨询2020顾问培训生校园招聘, 15:00, , 【常】复临舍105, , 1030, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-29
0, 0, 1, -1574989200, 304975, 141051, 中核二七二铀业有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1524123015-2453.JPG, 1, 电气工程及其自动化、物流管理与工程类、物流管理、物流工程、汉语言、汉语言文学、新闻学、应用化工技术、精细化工技术、高分子材料工程技术、石油化工技术、会计学、审计学, , 正式宣讲, , 国有企业, 制造业, 衡阳, 中核二七二铀业有限责任公司, 09:00, , 【常】复临舍105, , 1648, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-29
0, 0, 0, -1574938800, 305590, 312300, 北京粉笔天下教育科技有限公司长沙分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571622017-6222.png, 0, 不限专业, , 正式宣讲, , 民营企业, 教育, 长沙, 北京粉笔天下教育科技有限公司长沙分公司, 19:00, , 【常】复临舍105, , 1476, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-28
0, 0, 0, -1574902800, 308360, 211825, 中共启东市委组织部, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1542095688-2002.png, 0, 不限专业, , 正式宣讲, , 机关, 公共管理、社会保障和社会组织, 南通, 中共启东市委组织部, 09:00, , 【常】招就处329报告厅, , 1170, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-28
0, 0, 1, -1574902800, 307955, 245859, 郑州宝冶钢结构有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1551859289-6861.jpg, 3, 焊接技术与工程、测绘类、测绘工程、机械设计制造及其自动化、土木工程、建筑类、建筑学、土木类、土木工程、建筑类、建筑学、土木工程、、土木工程, , 正式招聘, , 国有企业, 建筑业, 郑州, 郑州宝冶钢结构有限公司, 09:00, , 【常】复临舍105, , 836, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-28
0, 0, 0, -1574838000, 307555, 116803, 湖南中冶长天节能环保技术有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1517471142-2421.png, 0, 工程造价、土木工程、土木工程、土木类、建筑学, , 正式宣讲, , 国有企业, 科学研究和技术服务业, 长沙, 湖南中冶长天节能环保技术有限公司, 15:00, , 【常】复临舍106, , 1307, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-27
0, 0, 0, -1574838000, 301564, 331888, 广西吉恩建设集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572319358-5863.jpg, 1, 经济学类、会计学、经济学类、法学类、机械类、电气类、电子信息类、采购管理、机械类、电子信息工程、电气类、公共管理类、采购管理、土木类、土木工程、建筑学、交通运输类、土木类、交通运输类、给排水科学与工程、土木类、交通运输类、土木类、交通工程、给排水科学与工程、土木类、土木工程、建筑类、公共管理类、人力资源管理、不限专业, , 正式宣讲, , 民营企业, 建筑业, 南宁, 广西吉恩建设集团有限公司2020校园宣讲会, 15:00, , 【常】复临舍105, , 1258, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-27
0, 0, 0, -1574766000, 302122, 335326, 广东粤海城市投资有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572834954-5117.png, 0, 计算机类、金融学类、经济与贸易类、土木类、财务管理, , 正式宣讲, , 国有企业, 房地产业, 广州, 广东粤海城市投资有限公司, 19:00, , 【常】复临舍106, , 2598, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-11-26
0, 0, 1, -1574730000, 308257, 328777, 株洲中车天力锻业有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572403011-1260.jpg, 1, 测控技术与仪器、材料成型及控制工程、材料化学、材料科学与工程、金属材料工程、机械设计制造及其自动化、材料成型及控制工程、机械工程、机械类, , 正式宣讲, , 国有企业, 制造业, 株州, 株洲中车天力锻业有限公司, 09:00, , 【常】复临舍105, , 1218, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-26
0, 0, 0, -1574679600, 300941, 334076, 三花控股集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572573513-7786.png, 0, 不限专业, , 正式宣讲, , 国有企业, 制造业, 杭州, 三花控股集团有限公司, 19:00, , 研A403, , 2101, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-25
0, 0, 0, -1574679600, 307875, 338503, 中泰证券股份有限公司湖南分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573133240-7740.jpg, 0, 经济学类、法学类、中国语言文学类、管理科学与工程类、信息与计算科学, , 正式宣讲, , 国有企业, 金融业, 长沙, 中泰证券股份有限公司湖南分公司, 19:00, , 【常】复临舍106, , 935, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-25
0, 0, 0, -1574679600, 303311, 49207, 长沙娃哈哈恒枫食品有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1510017575-4526.jpg, 0, 机械类、机械设计制造及其自动化、、电气工程及其自动化、市场营销、工商管理、、物流管理、物流工程、工商管理、人力资源管理、会计学、财务管理、审计学, , 正式宣讲, , 其他企业, 制造业, 长沙, 长沙娃哈哈恒枫食品有限公司, 19:00, , 【常】复临舍105, , 1184, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-25
0, 0, 0, -1574643600, 302545, 181450, 彩迅工业（深圳）有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1539048027-2194.JPG, 0, 电子信息工程、国际经济与贸易、英语、市场营销、不限专业, , 正式宣讲, , 民营企业, 制造业, 深圳, 彩迅工业（深圳）有限公司, 09:00, , 【常】复临舍106, , 1417, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-25
0, 0, 0, -1574578800, 295898, 318721, 广东省现代农业装备研究所, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571129662-7639.png, 0, 信息与计算科学、机械工程、电气工程及其自动化、电子科学与技术、通信工程、信息工程、食品科学与工程类、农业工程类、信息与计算科学、机械工程、电气工程及其自动化、农业工程类、食品科学与工程类、信息与计算科学、农学、机械工程, , 正式宣讲, , 其他事业单位, 农、林、牧、渔业, 广州, 广东省现代农业装备研究所, 15:00, , 【常】招就处329报告厅, , 1666, 招生与就业指导处, 0, 0, 0, 1, 0, 0, 2019-11-24
0, 0, 0, -1574506800, 307913, 300455, 东莞银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1568012716-2798.jpg, 0, 不限专业, , 正式宣讲, , 其他事业单位, 金融业, 东莞, 东莞银行股份有限公司, 19:00, , 【常】复临舍105, , 1055, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-23
0, 0, 0, -1574467200, 308007, 206848, 湖南大学双选会测试, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1541495416-9242.jpg, 0, , , 正式宣讲, , 高等教育单位, 公共管理、社会保障和社会组织, 长沙, 湖南大学2020届毕业生供需洽谈会, 08:00, , 【常】复临舍101报告厅, , 260, , 0, 0, 0, 0, 0, 0, 2019-11-23
0, 0, 0, -1574406000, 305704, 320856, 瑞穗银行（中国）有限公司深圳分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571308415-7681.png, 0, 英语、日语、经济学类、金融学类、日语、英语、经济学类、金融学类, , 正式宣讲, , 其他企业, 金融业, 福田, 日本瑞穗银行深圳分行校园招聘宣讲会, 15:00, , 【常】招就处329报告厅, , 1039, 经济与贸易学院, 0, 1, 0, 0, 0, 0, 2019-11-22
0, 0, 1, -1574406000, 301652, 334385, 深圳龙电电气股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572592638-1480.jpg, 1, 计算机类、软件工程、计算机科学与技术、材料化学、材料科学与工程、高分子材料与工程、机械设计制造及其自动化、机械类、机械工程、电气工程及其自动化、会计学、审计学, , 正式宣讲, , 民营企业, 制造业, 南山, 深圳龙电电气股份有限公司, 15:00, , 【常】复临舍106, , 746, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-22
0, 0, 0, -1574406000, 306549, 342040, 中国人民解放军陆军步兵学院, http://pic.bibibi.net/public/images/icon/4.png, 0, , , 正式宣讲, , 机关, 公共管理、社会保障和社会组织, , 中国人民解放军陆军步兵学院, 15:00, , 【常】复临舍105, , 1735, , 0, 0, 0, 0, 0, 0, 2019-11-22
0, 0, 0, -1574404200, 307904, 342396, 广东惠东农村商业银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573787105-3898.jpg, 0, 不限专业, , 正式宣讲, , 其他, 金融业, 惠州, 广东惠东农村商业银行股份有限公司, 14:30, , 二204, , 515, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-22
0, 0, 0, -1574384400, 254662, 241390, 厦门航空有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1551246970-9537.png, 0, 不限专业, , 正式宣讲, , 国有企业, 交通运输、仓储和邮政业, 厦门, “燃青春，自由飞”—厦门航空 2020年度公费飞行学员招聘, 09:00, , 【常】复临舍105, , 1700, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-22
0, 0, 1, -1574319600, 300307, 326373, 广东合创工程总承包有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571795947-5984.png, 0, 工程管理、人力资源管理、行政管理、建筑学、电子信息科学与技术, , 正式宣讲, , 三资企业, 房地产业, 广州, 广东合创工程总承包有限公司, 15:00, , 研C203, , 1032, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-21
0, 0, 0, -1574319600, 297845, 307019, 广西师范大学, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1569297537-1810.png, 0, 不限专业, , 正式宣讲, , 高等教育单位, 教育, 桂林, 广西师范大学, 15:00, , 研A204, , 2106, 招生与就业指导处, 0, 0, 0, 1, 0, 0, 2019-11-21
0, 0, 0, -1574319600, 303323, 111096, 泰康人寿保险有限责任公司湖南分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1513760553-2100.png, 5, 会计学、人力资源管理、国际经济与贸易、市场营销、管理科学, , 正式宣讲, , 其他, 金融业, 长沙, 泰康人寿保险有限责任公司湖南分公司, 15:00, , 【常】复临舍105, , 1112, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-11-21
0, 0, 0, -1574294400, 308345, 155616, 湖南大学巩虎斌, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1529054991-2056.jpg, 0, , , 正式宣讲, , 高等教育单位, 教育, 长沙, 2020届供需洽谈会二维码检验2, 08:00, , 【常】招就处313, , 115, , 0, 0, 0, 0, 0, 0, 2019-11-21
0, 0, 0, -1574247600, 303659, 208541, 华泰证券股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1541658757-8746.PNG, 0, 经济学类、财政学、金融学类、计算机类、网络工程, , 正式宣讲, , 其他, 金融业, 南京, 华泰证券股份有限公司, 19:00, , 【常】复临舍105, , 1515, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574247600, 301772, 334502, 惠州农村商业银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572596109-7756.jpg, 0, 经济与金融、计算机类、电子商务及法律, , 正式宣讲, , 其他, 金融业, 惠州, 惠州农村商业银行股份有限公司, 19:00, , 研B303, , 843, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574233200, 307851, 253535, 特变电工新疆新能源股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1573548008-7161.png, 1, 电气工程及其自动化、新能源科学与工程、土木工程、新能源科学与工程、电气工程及其自动化、电气工程、, , 正式宣讲, , 民营企业, 制造业, 西安, 特变电工新能源公司2020届校园招聘会, 15:00, , 研A209, , 676, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574233200, 302735, 286089, 成都四方伟业软件股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1571121163-4010.png, 0, 软件工程、计算机科学与技术、、电子信息工程、计算机类、自动化、软件工程、信息安全、智能科学与技术、视觉传达设计、电子科学与技术、电子信息类、计算机类、自动化、软件工程、信息安全、电子信息类、电子科学与技术、自动化、计算机类、软件工程、信息安全、电子信息工程、、软件工程、计算机科学与技术、信息管理与信息系统、电子信息工程、、计算机科学与技术、软件工程、信息管理与信息系统、电子信息工程、计算机科学与技术、软件工程、、信息管理与信息系统、信息管理与信息系统、电子信息工程、、计算机科学与技术、软件工程、信息与计算, , 正式宣讲, , 其他企业, 信息传输、软件和信息技术服务业, 成都, 四方伟业2020届校园招聘, 15:00, , 【常】复临舍105, , 1557, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574233200, 306367, 333716, 长沙水利集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572506939-7832.png, 0, 金融学、国际经济与贸易、会计学、工商管理、电子信息科学与技术、机械设计制造及其自动化、自然地理与资源环境、计算机科学与技术、汉语言文学、法学、金融学, , 正式宣讲, , 国有企业, 水利、环境和公共设施管理业, 长沙, 长沙水业集团有限公司2019-2020校园招聘, 15:00, , 【常】招就处329报告厅, , 2060, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574233200, 303828, 334385, 深圳龙电电气股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572592638-1480.jpg, 1, 计算机类、软件工程、计算机科学与技术、材料化学、材料科学与工程、高分子材料与工程、机械设计制造及其自动化、机械类、机械工程、电气工程及其自动化、会计学、审计学, , 正式宣讲, , 民营企业, 制造业, 南山, 深圳龙电电气股份有限公司, 15:00, , 研A104, , 1106, 材料科学与工程学院, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574233200, 299485, 328711, 江门农村商业银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1572236566-2142.png, 0, 不限专业, , 正式宣讲, , 其他, 金融业, 江门, 江门农村商业银行股份有限公司, 15:00, , 【常】复临舍106, , 1003, 金融与统计学院, 0, 1, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574208000, 308343, 155616, 湖南大学巩虎斌, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1529054991-2056.jpg, 0, , , 正式宣讲, , 高等教育单位, 教育, 长沙, 2020届供需洽谈会二维码测试, 08:00, , 【常】招就处313, , 103, , 0, 0, 0, 0, 0, 0, 2019-11-20
0, 0, 0, -1574146800, 306562, 214360, 深圳市人力资源和社会保障局, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1542356312-9858.png, 0, , , 正式宣讲, , 机关, 公共管理、社会保障和社会组织, 深圳, 深圳市人力资源和社会保障局, 15:00, , 【常】复临舍101报告厅, , 1346, , 0, 0, 0, 0, 0, 0, 2019-11-19
0, 0, 0, -1574125200, 301834, 238509, 中国能源建设集团浙江火电建设有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1550556113-5221.png, 0, 能源动力类、能源与动力工程、核工程与核技术、电气类、电气工程及其自动化、法学、法学类、机械设计制造及其自动化、机械电子工程、过程装备与控制工程、工程管理、工程造价、金融学类、经济学类、国际经济与贸易、工程力学、工业设计、土木工程、给排水科学与工程、城市地下空间工程, , 正式宣讲, , 国有企业, 电力、热力、燃气及水生产和供应业, 杭州, 中国能源建设集团浙江火电建设有限公司2020校园宣讲会, 09:00, , 【常】复临舍105, , 1702, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-11-19
0, 0, 0, -1574125200, 294094, 227678, 株洲市教育投资集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1544610703-9719.png, 0, 经济学类、经济统计学、金融学类、工商管理类、经济学类、市场营销、工商管理、投资学、金融学类、会计学、财务管理、资产评估、审计学、经济统计学、人力资源管理、公共管理类、行政管理、马克思主义理论类、中国语言文学类, , 正式宣讲, , 国有企业, 金融业, 长沙, 筑梦同行 教投起航——教投集团2020年校园招聘, 09:00, , 【常】复临舍106, , 2099, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-11-19
